"visit_date","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share"
2017-01-01,44.3702709529932,1,0,1
2017-01-01,51.5290522922731,1,0,1
2017-01-01,63.7730865711225,0,0,0
2017-01-01,45.4134552689233,0,0,0
2017-01-01,71.6722672172268,1,0,0
2017-01-01,74.5019024579119,1,0,0
2017-01-01,83.9940167490833,1,1,0
2017-01-01,46.5913479155554,1,0,0
2017-01-01,60.8525107554814,1,0,0
2017-01-01,57.6649611415186,1,0,1
2017-01-01,65.9609844200053,1,0,0
2017-01-01,50.032364654819,0,0,0
2017-01-01,47.9351472572785,1,0,0
2017-01-01,67.1417229579861,1,0,0
2017-01-01,50.2615840835857,1,0,1
2017-01-01,59.1902563424089,0,0,0
2017-01-01,54.0885590273231,1,0,0
2017-01-01,58.1681858954344,1,1,0
2017-01-01,69.6565781796611,0,0,0
2017-01-01,51.6760404126742,0,0,0
2017-01-01,55.7873288630596,1,0,0
2017-01-01,58.6538482313075,1,0,0
2017-01-01,55.2676092833,1,0,0
2017-01-01,64.0111671638694,1,0,0
2017-01-01,30.67105911725,1,1,0
2017-01-01,41.1314986178848,0,1,0
2017-01-01,60.0418439884169,0,0,0
2017-01-01,63.0545866840457,0,0,1
2017-01-01,61.3897962819418,0,0,0
2017-01-01,55.3004225730027,1,1,0
2017-01-01,67.1685607668401,0,1,0
2017-01-01,54.0026229090089,0,0,0
2017-01-01,40.9601122519066,0,1,0
2017-01-01,51.7172646560648,1,1,0
2017-01-01,48.579151477671,0,0,0
2017-01-01,72.2377387807329,1,1,0
2017-01-01,44.9831567308752,0,0,0
2017-01-01,50.8430873951551,0,0,0
2017-01-01,38.3025911485352,0,0,0
2017-01-01,49.4726200287791,0,0,0
2017-01-01,65.3857905818707,1,0,0
2017-01-01,45.4188431960722,0,0,0
2017-01-01,60.3364043556599,0,0,0
2017-01-01,74.6565494913582,0,0,0
2017-01-01,61.1242899644252,0,1,0
2017-01-01,35.8589947152269,1,1,0
2017-01-01,67.9314634203652,0,0,0
2017-01-01,61.272789512929,1,1,0
2017-01-01,50.5286874763826,0,1,0
2017-01-01,61.5539584582281,0,0,0
2017-01-01,37.3366997005216,1,0,0
2017-01-01,59.9766190996693,0,1,0
2017-01-01,58.0054378091049,1,0,0
2017-01-01,46.7909220621762,1,1,0
2017-01-01,54.6544310306884,0,0,0
2017-01-01,68.1552786139991,0,1,0
2017-01-01,76.6318383773441,1,0,0
2017-01-01,56.3458906541595,1,0,0
2017-01-01,55.5172383308102,1,0,0
2017-01-01,71.7670249640922,1,0,0
2017-01-01,45.2975719794763,0,1,0
2017-01-01,57.7129996034098,0,0,0
2017-01-01,58.6483337468415,1,0,0
2017-01-01,58.7649938047513,1,0,0
2017-01-01,45.2826490347746,1,0,0
2017-01-01,62.0922984588704,0,0,0
2017-01-01,79.3966004101606,1,0,0
2017-01-01,59.781202640794,0,0,0
2017-01-01,60.797344075906,0,1,0
2017-01-01,48.0321687140432,1,1,0
2017-01-01,56.4953763100796,1,0,0
2017-01-01,63.553445693355,1,0,1
2017-01-01,64.9747070333429,0,0,0
2017-01-01,72.5417272529519,0,0,0
2017-01-01,58.9848831579071,0,0,0
2017-01-01,59.891203655933,0,0,0
2017-01-01,80.7317592893449,0,0,0
2017-01-01,62.9527607769592,0,0,0
2017-01-01,54.2576198020039,0,1,0
2017-01-01,54.6395062530363,0,0,0
2017-01-01,51.7920057561807,0,0,0
2017-01-01,70.8928180874501,0,0,1
2017-01-01,66.7717707412949,0,0,0
2017-01-01,66.7752899804414,0,0,0
2017-01-01,66.2638011874817,1,0,0
2017-01-01,39.8759952243197,1,0,0
2017-01-01,71.1742675045833,0,1,0
2017-01-01,58.041501205309,0,0,1
2017-01-01,37.3561404191193,1,1,0
2017-01-01,61.1124667011221,1,0,0
2017-01-01,39.250386988752,0,0,0
2017-01-01,66.7282641497554,0,1,0
2017-01-01,61.1300204635346,1,1,0
2017-01-01,46.979408909005,0,0,0
2017-01-01,53.2777217721622,0,0,0
2017-01-01,51.2566093025866,1,1,0
2017-01-01,64.6268625024418,0,0,0
2017-01-01,53.5661142654262,1,1,0
2017-01-01,63.8759838909105,1,1,0
2017-01-01,36.8802151727571,0,0,0
2017-01-01,58.558581426477,0,0,1
2017-01-01,55.9941604582631,1,1,0
2017-01-01,52.2422622393443,0,0,0
2017-01-01,55.8989531812013,1,0,1
2017-01-01,60.5607472330998,1,0,0
2017-01-01,69.8989496377573,1,0,0
2017-01-01,60.0723814281997,0,0,0
2017-01-01,43.2557508205566,1,0,0
2017-01-01,69.1852875321265,0,0,0
2017-01-01,62.9677428487691,1,1,0
2017-01-01,42.9528514173967,0,1,0
2017-01-01,53.0207011574565,1,1,0
2017-01-01,64.4644039814245,0,0,0
2017-01-01,65.8772068998307,1,0,0
2017-01-01,70.9451406680135,0,0,0
2017-01-01,56.0341212067631,0,0,0
2017-01-01,69.9898031812759,0,0,1
2017-01-01,40.8442462098061,1,0,0
2017-01-01,53.0667826372855,0,1,0
2017-01-01,81.0615761255094,0,0,0
2017-01-01,47.9055515518437,1,0,0
2017-01-01,63.5064096880391,0,0,0
2017-01-01,65.3326001207624,1,1,0
2017-01-01,53.8070172376843,0,0,0
2017-01-01,46.9380063622902,1,0,0
2017-01-01,72.4517166096439,1,1,0
2017-01-01,54.3223223222493,0,0,0
2017-01-01,59.7306477364508,0,0,0
2017-01-01,46.2629725882859,1,1,0
2017-01-01,49.267037171269,1,1,0
2017-01-01,56.4125044053457,0,0,0
2017-01-01,35.9794954874389,1,1,0
2017-01-01,50.0210504368033,0,0,0
2017-01-01,52.317510392831,1,0,0
2017-01-01,55.8431005302332,0,0,0
2017-01-01,48.1791284534227,0,0,0
2017-01-01,75.7991278525594,1,1,0
2017-01-01,54.4130509034641,0,0,0
2017-01-01,70.3543674779185,1,0,0
2017-01-01,58.7155039124859,1,0,0
2017-01-01,38.6731087253381,0,0,0
2017-01-01,76.5172972806622,0,1,0
2017-01-01,61.5611689588481,1,0,0
2017-01-01,50.4070143715782,1,0,0
2017-01-01,65.2202347404962,0,0,0
2017-01-01,53.0143764978744,0,0,0
2017-01-01,48.2110003956544,0,0,0
2017-01-01,59.1526772073215,0,1,0
2017-01-01,45.3663646145251,0,0,0
2017-01-01,52.4630275764827,0,0,0
2017-01-01,66.8644410613229,1,0,0
2017-01-01,59.2501625490551,1,1,0
2017-01-01,35.0225337126504,0,0,0
2017-01-01,59.9149182469141,1,0,0
2017-01-01,44.3202302279706,0,0,0
2017-01-01,52.7407774383502,1,0,0
2017-01-01,44.5957651805374,1,0,0
2017-01-01,65.4061483302426,0,0,0
2017-01-01,57.3716411069652,1,0,0
2017-01-01,46.4129998910831,1,0,0
2017-01-01,44.9203143587981,1,0,0
2017-01-01,64.4276923977274,1,0,1
2017-01-01,51.4618181123841,1,1,0
2017-01-01,77.9308493421657,0,0,1
2017-01-01,70.5593389500892,1,1,0
2017-01-01,65.7923479154025,0,1,0
2017-01-01,44.2023747358229,0,0,0
2017-01-01,63.3454010527718,0,0,0
2017-01-01,67.8539471174239,0,0,0
2017-01-01,50.8214771202626,0,0,0
2017-01-01,74.4923637897201,1,1,0
2017-01-01,60.4177742811961,0,0,0
2017-01-01,46.1266087955332,1,0,0
2017-01-01,56.6593652001764,1,0,0
2017-01-01,60.2103605960552,1,0,0
2017-01-01,52.2672730940574,1,0,0
2017-01-01,59.8840016053273,0,0,0
2017-01-01,46.1445146357131,0,1,0
2017-01-01,69.223141757848,1,0,0
2017-01-01,68.6208008454725,0,1,0
2017-01-01,58.1217464558318,0,0,0
2017-01-01,46.9258361712316,0,0,0
2017-01-01,71.3807339303355,1,0,0
2017-01-01,53.2947015744262,0,0,0
2017-01-01,58.5163168453369,0,0,0
2017-01-01,52.9481027363431,1,0,0
2017-01-01,53.7490197724052,0,0,0
2017-01-01,74.2700851982772,1,1,0
2017-01-01,57.920827517383,0,0,0
2017-01-01,44.1432051591524,0,1,0
2017-01-01,62.6557911534041,0,0,0
2017-01-01,74.7487678344044,0,0,0
2017-01-01,46.1242188852848,1,1,0
2017-01-01,45.5120302614285,1,0,0
2017-01-01,48.9134135276461,0,0,0
2017-01-01,55.9470484271703,0,0,0
2017-01-01,71.981713685789,1,1,0
2017-01-01,65.6228289448101,0,0,0
2017-01-01,52.8427082746476,1,0,0
2017-01-01,65.2395558073474,1,0,0
2017-01-01,45.6528328954736,0,0,0
2017-01-01,69.0694773628796,1,0,0
2017-01-01,55.9327619128516,1,0,0
2017-01-01,65.3279607817225,1,0,0
2017-01-01,43.5525225886823,1,1,0
2017-01-01,62.0304979741504,0,0,0
2017-01-01,62.9993693234101,1,0,0
2017-01-01,49.7649952575433,1,0,0
2017-01-01,58.5791555185417,1,1,1
2017-01-01,59.8448363753742,1,0,0
2017-01-01,81.3501283068425,0,1,0
2017-01-01,67.9335086210785,1,0,0
2017-01-01,46.1776268551269,1,1,0
2017-01-01,57.2217924363015,0,0,0
2017-01-01,71.7644176340631,0,0,0
2017-01-01,58.7609020314101,1,0,0
2017-01-01,62.1374120404759,1,0,0
2017-01-01,63.0507440118945,1,0,0
2017-01-01,56.9638298362133,1,0,0
2017-01-01,42.7943145859438,1,0,0
2017-01-01,47.3796978286767,0,0,0
2017-01-01,45.5450509358248,1,0,0
2017-01-01,55.7418692832557,1,0,0
2017-01-01,50.2139626041902,1,0,0
2017-01-01,57.8777183392657,1,0,0
2017-01-01,53.1958319266085,1,0,0
2017-01-01,57.4188678305511,1,1,0
2017-01-01,57.5507431597421,0,0,0
2017-01-01,55.5930036250471,0,0,0
2017-01-01,69.2145416674769,1,1,0
2017-01-01,51.4689671539665,0,1,0
2017-01-01,61.0876690853351,0,1,0
2017-01-01,55.394434408241,0,0,0
2017-01-01,37.7466113997136,1,0,0
2017-01-01,55.7919744004116,1,1,0
2017-01-01,73.2768554740457,1,0,0
2017-01-01,48.6047670841906,0,1,0
2017-01-01,77.1896888391217,0,1,0
2017-01-01,54.2536116233191,1,0,0
2017-01-01,71.3001840058092,1,0,0
2017-01-01,52.7253437115388,0,0,0
2017-01-01,60.0160095551696,1,1,0
2017-01-01,68.3386011136668,0,0,0
2017-01-01,58.0457708527677,0,0,0
2017-01-01,50.8714423312096,1,0,0
2017-01-01,46.6139815837377,0,0,0
2017-01-01,54.8476506941349,0,0,0
2017-01-01,65.0607464622782,1,0,0
2017-01-01,50.2287431253541,0,0,0
2017-01-01,49.4866135045996,0,1,0
2017-01-01,68.2790995818983,0,0,0
2017-01-01,57.5716360982842,1,0,0
2017-01-01,44.5796037543726,0,0,0
2017-01-01,61.2081189362096,1,1,0
2017-01-01,43.274352465734,0,1,0
2017-01-01,40.8609782252617,1,1,0
2017-01-01,46.5953578309357,1,0,0
2017-01-02,62.9037825597227,1,1,0
2017-01-02,49.6167102115429,0,0,0
2017-01-02,51.6891271051041,0,0,0
2017-01-02,75.8820118053085,0,1,0
2017-01-02,46.3938100176726,1,0,0
2017-01-02,57.5940056009857,0,0,0
2017-01-02,56.9840550936901,0,0,0
2017-01-02,56.5064691824682,1,1,1
2017-01-02,61.2712827497605,1,0,0
2017-01-02,64.0609824141872,1,1,0
2017-01-02,51.4808812866135,1,0,0
2017-01-02,69.0211358653368,1,1,0
2017-01-02,67.3331982292747,0,1,0
2017-01-02,63.526850741733,1,0,0
2017-01-02,54.6146513534184,0,0,0
2017-01-02,53.6081494364019,1,1,0
2017-01-02,66.3267450476408,1,0,0
2017-01-02,85.7477881703648,0,0,0
2017-01-02,70.3621301768657,1,0,0
2017-01-02,57.6481427955047,0,0,0
2017-01-02,52.5353107548221,1,0,0
2017-01-02,55.5048340579768,0,0,1
2017-01-02,62.8616235419523,1,0,0
2017-01-02,67.7809234134921,1,0,0
2017-01-02,63.8473872642116,1,0,1
2017-01-02,49.2979118218154,1,0,0
2017-01-02,40.2014637844793,1,1,0
2017-01-02,53.8917156176618,0,0,0
2017-01-02,57.5282415144934,1,0,0
2017-01-02,50.4932901217213,1,0,0
2017-01-02,55.922878260102,0,0,0
2017-01-02,73.1256365069915,1,0,0
2017-01-02,64.9796651452917,0,0,0
2017-01-02,64.2688345895367,1,1,0
2017-01-02,74.4628504935939,0,0,0
2017-01-02,57.5659649560104,0,0,0
2017-01-02,45.0742307604768,0,0,0
2017-01-02,61.8151967364252,0,0,0
2017-01-02,67.1629820129112,0,0,0
2017-01-02,54.495866652697,0,0,0
2017-01-02,39.3329544540759,1,0,0
2017-01-02,45.4261443043164,0,0,0
2017-01-02,42.6384907185589,1,0,0
2017-01-02,46.7738275507665,0,1,0
2017-01-02,67.0670655344482,0,1,0
2017-01-02,44.2991902687608,0,0,0
2017-01-02,32.6479977762632,0,1,0
2017-01-02,68.1022854536223,0,0,0
2017-01-02,52.9542371729224,0,1,1
2017-01-02,52.6528658611566,0,0,0
2017-01-02,49.5449874496925,0,0,0
2017-01-02,38.4704299856031,0,0,0
2017-01-02,67.4682290261439,1,0,0
2017-01-02,66.3404743614923,1,0,0
2017-01-02,47.3362050026408,0,0,0
2017-01-02,56.207647570404,0,0,0
2017-01-02,60.0846005003231,1,0,0
2017-01-02,65.1480956296951,1,1,0
2017-01-02,51.5298082680709,1,0,0
2017-01-02,59.0166880655552,0,0,0
2017-01-02,69.1146626840465,0,0,0
2017-01-02,70.8142319461871,0,0,0
2017-01-02,58.8527082661916,1,1,0
2017-01-02,45.9447761947273,0,0,0
2017-01-02,45.3504467445314,1,0,0
2017-01-02,59.5314707722368,0,0,0
2017-01-02,52.8961454413919,1,0,0
2017-01-02,71.6640780253982,0,1,0
2017-01-02,56.3429577351608,1,0,0
2017-01-02,60.0179652740343,0,1,0
2017-01-02,56.1987409825789,0,0,1
2017-01-02,75.5334856811348,1,0,0
2017-01-02,65.7959253189577,1,1,0
2017-01-02,60.3155557771559,0,0,0
2017-01-02,42.0105388332038,1,0,0
2017-01-02,75.4494199812265,0,0,0
2017-01-02,66.8754923827533,0,1,0
2017-01-02,53.9329993621733,0,0,0
2017-01-02,42.1444908210918,0,0,0
2017-01-02,54.6216393902554,0,0,0
2017-01-02,34.5236975303862,0,0,0
2017-01-02,59.6175007198375,0,0,0
2017-01-02,69.8607945692023,1,0,0
2017-01-02,64.0364469225009,1,1,0
2017-01-02,60.5830312795556,0,0,0
2017-01-02,62.045458479885,0,0,0
2017-01-02,61.0411773711973,0,0,0
2017-01-02,74.3106320412973,0,0,0
2017-01-02,57.2074457840269,1,0,1
2017-01-02,60.5919647921367,1,0,0
2017-01-02,64.976463593599,0,0,0
2017-01-02,65.970293344076,0,0,0
2017-01-02,65.6260405287136,0,0,0
2017-01-02,56.4679615350201,0,0,0
2017-01-02,71.4409525847734,1,1,0
2017-01-02,57.9380670250972,1,1,0
2017-01-02,55.0395890919051,1,0,0
2017-01-02,53.0288440387377,0,0,0
2017-01-02,62.8192864371568,0,1,0
2017-01-02,70.1790820076658,0,1,0
2017-01-02,59.5715650232205,0,0,0
2017-01-02,55.5235117629089,1,0,0
2017-01-02,66.5287807109004,1,1,0
2017-01-02,55.1658033450863,0,0,0
2017-01-02,71.4487029348764,0,0,0
2017-01-02,68.1153688647122,0,0,0
2017-01-02,73.9929105202828,0,1,0
2017-01-02,50.8116014188233,1,0,0
2017-01-02,36.0337850588476,1,0,0
2017-01-02,66.2680233153316,0,0,0
2017-01-02,51.632515174838,1,0,0
2017-01-02,58.805411155342,0,0,0
2017-01-02,71.7855254965517,1,0,1
2017-01-02,49.8200325540988,1,0,0
2017-01-02,35.6697696734313,0,1,0
2017-01-02,54.6024472371419,1,1,0
2017-01-02,61.4313907283624,1,0,0
2017-01-02,53.7905226337043,0,0,0
2017-01-02,51.1615806037194,1,0,0
2017-01-02,44.7929352139868,0,0,0
2017-01-02,71.4137502333595,0,0,0
2017-01-02,52.3680809598252,1,0,0
2017-01-02,61.8734769689308,0,0,0
2017-01-02,65.0616293003798,0,1,0
2017-01-02,71.4997482528508,0,0,0
2017-01-02,69.8414211797998,0,0,0
2017-01-02,54.5960609229553,0,0,0
2017-01-02,32.7014216798125,0,0,1
2017-01-02,84.6208758539378,1,0,0
2017-01-02,57.1809043832921,1,0,0
2017-01-02,61.4587117878307,1,0,0
2017-01-02,59.9200953822502,0,0,0
2017-01-02,63.9604778097398,0,0,0
2017-01-02,49.2740686885101,0,0,1
2017-01-02,51.6096502101807,1,0,0
2017-01-02,47.2729591834823,1,0,0
2017-01-02,58.345773720461,1,1,0
2017-01-02,65.8459624564476,0,0,0
