"visit_date","condition","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share"
2018-01-01,"A1",60.374451258123,0,0,0
2018-01-01,"A1",61.0527336078384,1,1,0
2018-01-01,"A1",58.4778398000576,1,0,0
2018-01-01,"A1",56.9300748585123,1,0,0
2018-01-01,"A1",60.2378409055212,1,0,0
2018-01-01,"A1",60.0940180635086,0,0,0
2018-01-01,"A1",58.3718537463079,0,1,0
2018-01-01,"A1",59.4936651169604,0,0,0
2018-01-01,"A1",58.5753400205326,1,0,0
2018-01-01,"A1",57.8526666352742,0,0,0
2018-01-01,"A1",59.812513141271,0,0,0
2018-01-01,"A1",59.5295202146019,0,0,0
2018-01-01,"A1",59.755946832764,1,1,0
2018-01-01,"A1",58.0771554485749,1,0,0
2018-01-01,"A1",59.561952118016,0,0,1
2018-01-01,"A1",58.3921539800874,1,0,0
2018-01-01,"A1",59.5118108507981,1,0,0
2018-01-01,"A1",57.5677796572952,0,0,0
2018-01-01,"A1",57.9021777304869,0,0,1
2018-01-01,"A1",59.1296313971971,0,0,0
2018-01-01,"A1",57.9783283895742,0,0,0
2018-01-01,"A1",58.1755835184149,1,1,0
2018-01-01,"A1",58.8639521566758,1,1,0
2018-01-01,"A1",58.4754070250323,0,0,0
2018-01-01,"A1",58.1033245791769,0,0,0
2018-01-01,"A1",59.9032439146105,0,0,0
2018-01-01,"A1",57.4819956214772,1,0,0
2018-01-01,"A1",57.1993265156047,1,0,0
2018-01-01,"A1",60.3008526939968,0,0,0
2018-01-01,"A1",57.8366465327914,1,1,0
2018-01-01,"A1",58.7730470528249,1,0,0
2018-01-01,"A1",59.9964993494692,1,0,0
2018-01-01,"A1",58.8748747369742,1,0,0
2018-01-01,"A1",59.2180128285294,1,0,0
2018-01-01,"A1",58.7134169438978,0,1,0
2018-01-01,"A1",58.9860732841494,1,1,0
2018-01-01,"A1",57.2398025519401,1,0,0
2018-01-01,"A1",60.3956893853882,0,0,0
2018-01-01,"A1",59.6500132448167,0,0,0
2018-01-01,"A1",58.4195181859498,0,0,0
2018-01-01,"A1",60.1680693233941,0,0,1
2018-01-01,"A1",58.7252615163947,0,1,0
2018-01-01,"A1",57.3588469088699,0,1,0
2018-01-01,"A1",60.470870531781,0,0,0
2018-01-01,"A1",60.3161479603094,0,1,0
2018-01-01,"A1",57.8915219898789,1,0,0
2018-01-01,"A1",60.3620173833467,1,0,0
2018-01-01,"A1",58.8443617828976,0,0,1
2018-01-01,"A1",58.1504095774561,0,1,0
2018-01-01,"A1",59.1306456991079,0,1,0
2018-01-01,"A1",57.4895055526442,1,0,0
2018-01-01,"A1",59.4842171006333,0,0,0
2018-01-01,"A1",58.1184749915799,1,0,0
2018-01-01,"A1",58.8941251093773,1,0,0
2018-01-01,"A1",60.4237126024245,0,0,0
2018-01-01,"A1",59.5113828629557,1,0,0
2018-01-01,"A1",60.0021467308249,1,0,0
2018-01-01,"A1",59.3081600545235,1,1,0
2018-01-01,"A1",60.5967568577525,1,0,0
2018-01-01,"A1",60.295570494115,0,0,0
2018-01-01,"A1",58.5697892987456,0,0,0
2018-01-01,"A1",57.5455135804373,1,0,0
2018-01-01,"A1",59.1562079887327,1,0,0
2018-01-01,"A1",59.3885373946777,0,1,0
2018-01-01,"A1",58.3815629813797,1,0,0
2018-01-01,"A1",59.932207619575,0,0,0
2018-01-01,"A1",59.8520490795906,0,0,0
2018-01-01,"A1",59.9406878475782,0,0,0
2018-01-01,"A1",59.5057337989062,0,0,0
2018-01-01,"A1",59.6059467663223,0,0,0
2018-01-01,"A1",58.0805204634758,0,1,0
2018-01-01,"A1",58.6427168736014,1,1,0
2018-01-01,"A1",60.666440692025,1,0,0
2018-01-01,"A1",57.8152834384079,1,1,0
2018-01-01,"A1",57.7923805883527,1,0,0
2018-01-01,"A1",58.3932002262383,1,0,0
2018-01-01,"A1",58.401620782036,1,0,0
2018-01-01,"A1",58.5069451656988,0,0,0
2018-01-01,"A1",58.6449313469592,1,0,0
2018-01-01,"A1",58.6698562352208,0,0,0
2018-01-01,"A1",60.0027006850015,1,1,0
2018-01-01,"A1",58.5904400366657,1,0,0
2018-01-01,"A1",59.7340801596336,1,0,0
2018-01-01,"A1",57.3054993293557,1,1,0
2018-01-01,"A1",59.3052576826786,1,0,0
2018-01-01,"A1",59.2670457141531,0,1,0
2018-01-01,"A1",59.781107636238,0,1,0
2018-01-01,"A1",59.2077728350576,0,0,0
2018-01-01,"A1",58.8338490281003,0,0,0
2018-01-01,"A1",59.0685509616815,0,0,0
2018-01-01,"A1",59.2100429452142,0,0,0
2018-01-01,"A1",58.7764506586251,0,0,0
2018-01-01,"A1",58.5365189950662,0,1,0
2018-01-01,"A1",58.919403408153,1,0,0
2018-01-01,"A1",59.8291454738154,0,0,0
2018-01-01,"A1",58.8549244298147,0,0,0
2018-01-01,"A1",59.6704185167954,0,0,0
2018-01-01,"A1",57.8324256836918,1,0,0
2018-01-01,"A1",58.380287698359,0,1,0
2018-01-01,"A1",57.9069230549329,1,0,0
2018-01-01,"A1",59.768058395658,1,0,0
2018-01-01,"A1",58.5219889710798,0,0,0
2018-01-01,"A1",57.6249949861138,0,0,0
2018-01-01,"A1",60.611497047785,0,0,0
2018-01-01,"A1",57.5085148146456,1,1,0
2018-01-01,"A1",57.5689705389149,0,0,0
2018-01-01,"A1",58.708626587515,0,0,0
2018-01-01,"A1",58.1394912387697,1,0,0
2018-01-01,"A1",58.7956193692304,1,1,0
2018-01-01,"A1",59.521363306884,1,0,0
2018-01-01,"A1",58.8468903084455,0,0,0
2018-01-01,"A1",58.0107648332147,1,0,0
2018-01-01,"A1",58.4713822679155,1,0,0
2018-01-01,"A1",58.5089146141472,1,1,0
2018-01-01,"A1",59.3001038700228,0,0,0
2018-01-01,"A1",58.5321323545193,0,0,0
2018-01-01,"A1",61.5016321837532,1,1,0
2018-01-01,"A1",59.8685281336351,1,0,0
2018-01-01,"A1",58.955432324272,0,0,0
2018-01-01,"A1",61.0241675231758,0,0,0
2018-01-01,"A1",58.776816894929,0,0,0
2018-01-01,"A1",58.8515705176746,1,0,0
2018-01-01,"A1",60.7519018266501,0,0,0
2018-01-01,"A1",59.9703897134994,0,0,0
2018-01-01,"A1",60.4354917822323,1,0,0
2018-01-01,"A1",59.0410942665317,1,1,0
2018-01-01,"A1",58.1467008154001,1,0,0
2018-01-01,"A1",58.0994305170247,1,0,0
2018-01-01,"A1",57.3529351590848,0,0,0
2018-01-01,"A1",59.2089847621824,1,0,0
2018-01-01,"A1",59.1352361196488,1,1,0
2018-01-01,"A1",57.5657000525348,1,1,0
2018-01-01,"A1",57.516619240579,1,1,0
2018-01-01,"A1",58.8809422478163,1,0,0
2018-01-01,"A1",58.7050750551731,0,0,0
2018-01-01,"A1",60.5145371697004,0,0,0
2018-01-01,"A1",56.6072738229925,0,1,0
2018-01-01,"A1",58.4776957061135,1,0,0
2018-01-01,"A1",59.8976020772783,1,1,1
2018-01-01,"A1",58.1913343690641,1,1,0
2018-01-01,"A1",58.1132368044293,1,0,0
2018-01-01,"A1",59.631592467046,0,0,0
2018-01-01,"A1",59.2630312341544,1,0,0
2018-01-01,"A1",59.2254638935462,1,0,0
2018-01-01,"A1",59.973768738884,0,0,0
2018-01-01,"A1",58.5403911830823,1,0,0
2018-01-01,"A1",60.570449228117,0,0,0
2018-01-01,"A1",60.7540095576859,1,0,0
2018-01-01,"A1",59.3150390080956,0,0,0
2018-01-01,"A1",57.9839153173043,0,0,0
2018-01-01,"A1",58.1944254935039,0,0,0
2018-01-01,"A1",59.5414437166804,1,1,0
2018-01-01,"A1",59.1231874752436,0,0,0
2018-01-01,"A1",57.0646351173924,0,0,0
2018-01-01,"A1",59.0617790401008,1,1,0
2018-01-01,"A1",56.4606604004088,1,0,0
2018-01-01,"A1",58.7782460991953,0,1,0
2018-01-01,"A1",58.5413345316456,0,1,0
2018-01-01,"A1",58.9834875269852,1,0,0
2018-01-01,"A1",58.9883857918114,1,0,0
2018-01-01,"A1",60.5003282117068,0,0,0
2018-01-01,"A1",59.5517739998444,0,1,0
2018-01-01,"A1",57.2204687322893,1,0,0
2018-01-01,"A1",57.7284158764827,1,0,0
2018-01-01,"A1",59.7157198649179,1,1,0
2018-01-01,"A1",58.9066537162801,0,1,0
2018-01-01,"A1",57.9409412680252,1,0,0
2018-01-01,"A1",60.8858478823302,0,0,0
2018-01-01,"A1",59.2005414879679,1,0,0
2018-01-01,"A1",59.9608173592453,1,0,0
2018-01-01,"A1",58.8708409232977,1,1,0
2018-01-01,"A1",58.2762889580075,0,0,0
2018-01-01,"A1",59.9031833755868,0,0,0
2018-01-01,"A1",58.9388196637404,0,0,0
2018-01-01,"A1",58.5437315099847,1,0,0
2018-01-01,"A1",60.2367478208752,0,0,0
2018-01-01,"A1",60.332714054889,0,0,0
2018-01-01,"A1",59.2305591275748,1,0,0
2018-01-01,"A1",57.2585084287655,0,0,0
2018-01-01,"A1",59.0842646742016,0,0,0
2018-01-01,"A1",59.3244410940572,0,0,1
2018-01-01,"A1",59.1286281376565,0,0,0
2018-01-01,"A1",59.9714116726686,1,0,0
2018-01-01,"A1",57.8204982496281,1,0,0
2018-01-01,"A1",59.4365995653863,1,0,0
2018-01-01,"A1",57.9733745240714,0,0,1
2018-01-01,"A1",59.2990561406316,0,0,0
2018-01-01,"A1",58.8684352791205,0,1,0
2018-01-01,"A1",58.8807295437029,1,0,0
2018-01-01,"A1",59.8726178562394,0,0,0
2018-01-01,"A1",59.3747598316795,0,0,0
2018-01-01,"A1",58.1991952839032,0,0,0
2018-01-01,"A1",60.0225649888236,1,1,0
2018-01-01,"A1",59.3118051618857,0,0,1
2018-01-01,"A1",59.3693174196206,1,0,0
2018-01-01,"A1",59.1232192434441,1,1,0
2018-01-01,"A1",61.2107229881999,0,0,0
2018-01-01,"A1",59.143999204719,1,0,0
2018-01-01,"A1",58.1779082757776,0,0,1
2018-01-01,"A1",59.6727147160473,0,0,0
2018-01-01,"A1",58.5878685935586,1,0,0
2018-01-01,"A1",56.3713190111029,0,0,0
2018-01-01,"A1",58.550203995902,0,0,0
2018-01-01,"A1",57.9853485809783,0,1,0
2018-01-01,"A1",58.9349990621903,0,0,0
2018-01-01,"A1",60.8417023405066,0,0,0
2018-01-01,"A1",57.9898784576356,1,0,0
2018-01-01,"A1",58.4834863197658,0,0,0
2018-01-01,"A1",58.3604863468687,0,0,0
2018-01-01,"A1",56.9172336129371,1,0,0
2018-01-01,"A1",58.3415556978066,0,0,0
2018-01-01,"A1",58.6278587685821,1,0,0
2018-01-01,"A1",59.6253808831655,0,0,0
2018-01-01,"A1",58.7740065922012,1,0,0
2018-01-01,"A1",60.8737610793537,1,1,0
2018-01-01,"A1",59.9608161937888,0,0,0
2018-01-01,"A1",58.1659200160336,0,0,0
2018-01-01,"A1",60.0361471525126,1,1,0
2018-01-01,"A1",57.8137102700733,1,0,0
2018-01-01,"A1",57.4495407689391,1,0,0
2018-01-01,"A1",59.1498464095001,0,0,1
2018-01-01,"A1",57.8144730771855,0,0,0
2018-01-01,"A1",58.7134766067214,1,1,0
2018-01-01,"A1",60.5445278619277,0,0,0
2018-01-01,"A1",59.8471200321809,0,0,0
2018-01-01,"A1",56.8205130641577,0,1,0
2018-01-01,"A1",58.6822978236685,1,0,0
2018-01-01,"A1",59.8712129555153,1,0,0
2018-01-01,"A1",58.9941049068789,0,1,0
2018-01-01,"A1",58.1186388550867,1,0,0
2018-01-01,"A1",58.1337939171922,0,0,0
2018-01-01,"A1",59.4246668373546,0,0,0
2018-01-01,"A1",59.685611954433,0,0,0
2018-01-01,"A1",58.8896929579906,1,0,0
2018-01-01,"A1",59.4443661323988,0,0,0
2018-01-01,"A1",59.6390885145149,1,0,0
2018-01-01,"A1",58.6105066521166,0,0,0
2018-01-01,"A1",59.5189648074098,0,1,0
2018-01-01,"A1",59.2024297526656,0,0,0
2018-01-01,"A1",58.2810104454629,0,1,0
2018-01-01,"A1",60.5370829307324,0,1,0
2018-01-01,"A1",58.2278901704658,0,1,0
2018-01-01,"A1",59.0205743314327,1,0,0
2018-01-01,"A1",57.3837623573863,0,0,0
2018-01-01,"A1",58.3828312776361,0,0,1
2018-01-01,"A1",58.7242260258225,1,0,0
2018-01-01,"A1",58.5579609361085,1,0,0
2018-01-01,"A1",58.5554681927904,1,0,0
2018-01-01,"A1",59.6352839689198,0,0,0
2018-01-01,"A1",57.4856903756171,1,1,0
2018-01-01,"A1",57.8776523447243,0,0,0
2018-01-01,"A1",57.1507862139758,1,0,0
2018-01-01,"A1",59.3638093627812,0,0,0
2018-01-01,"A1",59.0468366885883,1,0,0
2018-01-01,"A1",59.0600111196431,0,0,0
2018-01-01,"A1",59.5109787473545,0,0,0
2018-01-01,"A1",58.7080421125122,1,1,0
2018-01-01,"A1",58.7416651922311,1,0,0
2018-01-01,"A1",57.3730414251891,0,0,0
2018-01-01,"A1",61.8542084752182,0,0,0
2018-01-01,"A1",60.108843082807,0,0,0
2018-01-01,"A1",60.7328864460251,1,0,0
2018-01-01,"A1",58.4946068659101,1,0,0
2018-01-01,"A1",57.4096269620197,1,0,0
2018-01-01,"A1",57.7671291681011,1,0,0
2018-01-01,"A1",58.5406149540563,0,0,1
2018-01-01,"A1",58.9002371140948,1,1,1
2018-01-01,"A1",59.5433299729472,1,0,0
2018-01-01,"A1",58.8496674501013,1,0,0
2018-01-01,"A1",58.9545314567277,1,0,0
2018-01-01,"A1",59.6512770867521,1,0,0
2018-01-01,"A1",59.7959443548372,1,0,0
2018-01-01,"A1",58.8518936254364,0,1,0
2018-01-01,"A1",58.0316886289786,1,0,0
2018-01-01,"A1",57.6268706054265,0,0,0
2018-01-01,"A1",58.8897260728001,1,0,0
2018-01-01,"A1",59.202417601944,1,1,0
2018-01-01,"A1",59.9549579506835,1,1,0
2018-01-01,"A1",56.8927927897154,1,1,0
2018-01-01,"A1",59.5279138874187,1,0,0
2018-01-01,"A1",60.0765626734159,1,0,0
2018-01-01,"A1",59.6963029847083,0,1,0
2018-01-01,"A1",57.6464539131105,0,0,0
2018-01-01,"A1",59.4322101979826,1,0,0
2018-01-01,"A1",58.40521288587,0,1,0
2018-01-01,"A1",58.5365477562331,1,0,0
2018-01-01,"A1",59.5794594723432,1,0,0
2018-01-01,"A1",59.0482452982396,1,0,0
2018-01-01,"A1",58.3164844781789,1,1,0
2018-01-01,"A1",60.6301275783655,1,0,0
2018-01-01,"A1",58.7975445499646,0,1,0
2018-01-01,"A1",59.4398576301399,0,0,0
2018-01-01,"A1",59.6268989917409,1,0,0
2018-01-01,"A1",57.3986553717143,0,0,0
2018-01-01,"A1",59.8535026895072,1,0,0
2018-01-01,"A1",60.2364577115884,0,0,0
2018-01-01,"A1",60.2247354247272,1,0,0
2018-01-01,"A1",59.0894561515192,0,0,0
2018-01-01,"A1",59.4041742452211,1,0,0
2018-01-01,"A1",58.8279060494303,0,0,0
2018-01-01,"A1",58.9164625735792,1,0,0
2018-01-01,"A1",58.6666350065116,0,1,0
2018-01-01,"A1",58.840745698634,1,0,0
2018-01-01,"A1",59.4790432716629,1,0,0
2018-01-01,"A1",59.1840689185499,0,0,0
2018-01-01,"A1",58.0425157803652,0,0,0
2018-01-01,"A1",57.816617235127,0,0,0
2018-01-01,"A1",60.2154263437924,0,0,0
2018-01-01,"A1",59.2281982053253,0,0,0
2018-01-01,"A1",56.7634665765859,1,0,0
2018-01-01,"A1",57.2520960971058,0,0,0
2018-01-01,"A1",58.3880194803202,1,0,0
2018-01-01,"A1",58.3089401760061,1,0,0
2018-01-01,"A1",58.5236850365831,0,0,0
2018-01-01,"A1",58.6148178936238,1,0,0
2018-01-01,"A1",58.0216706687473,0,1,0
2018-01-01,"A1",58.180757628592,0,0,0
2018-01-01,"A1",59.524507607068,1,1,0
2018-01-01,"A1",58.3175920136499,0,1,0
2018-01-01,"A1",60.3298644556767,1,0,0
2018-01-01,"A1",61.1086861206725,1,0,0
2018-01-01,"A1",60.3095112609449,1,0,0
2018-01-01,"A2",58.015426362739,0,0,0
2018-01-01,"A2",58.5216444898585,0,1,0
2018-01-01,"A2",57.939325977442,1,1,0
2018-01-01,"A2",57.9357148368277,1,0,0
2018-01-01,"A2",56.5960879106755,1,1,0
2018-01-01,"A2",57.6640476645057,0,0,0
2018-01-01,"A2",60.6226530571132,0,0,0
2018-01-01,"A2",59.4217424789044,1,0,0
2018-01-01,"A2",57.9692338651456,0,0,0
2018-01-01,"A2",59.3134231232493,1,0,0
2018-01-01,"A2",58.3157204560319,1,0,0
2018-01-01,"A2",59.2023910440669,1,0,0
2018-01-01,"A2",57.7783978778573,0,0,0
2018-01-01,"A2",61.7156800102629,1,1,0
2018-01-01,"A2",60.6027526691339,0,0,0
2018-01-01,"A2",58.1749566987455,1,0,0
2018-01-01,"A2",58.87057718631,1,0,0
2018-01-01,"A2",59.5456324288005,0,0,0
2018-01-01,"A2",59.391813525356,1,0,0
2018-01-01,"A2",59.1472972180757,0,0,0
2018-01-01,"A2",58.3991987420046,1,0,0
2018-01-01,"A2",60.3378026318102,1,1,0
2018-01-01,"A2",58.1835766661533,1,0,0
2018-01-01,"A2",60.4880153276455,0,0,1
2018-01-01,"A2",59.657733551047,0,1,0
2018-01-01,"A2",60.4471067807346,0,0,0
2018-01-01,"A2",59.0381501698718,0,0,0
2018-01-01,"A2",59.091985562351,0,0,0
2018-01-01,"A2",59.5328906933331,1,0,0
2018-01-01,"A2",59.6677421910561,0,0,0
2018-01-01,"A2",57.9494686173343,1,0,0
2018-01-01,"A2",59.8389934838956,0,0,0
2018-01-01,"A2",57.8834673669707,0,0,0
2018-01-01,"A2",59.31115058585,0,0,0
2018-01-01,"A2",58.6060913186905,1,1,0
2018-01-01,"A2",58.0456872610909,1,0,0
2018-01-01,"A2",57.9035236381686,0,0,0
2018-01-01,"A2",59.0130510011593,1,0,0
2018-01-01,"A2",59.5962014903435,0,0,0
2018-01-01,"A2",58.7901813580578,0,0,0
2018-01-01,"A2",60.0553769350134,0,0,0
2018-01-01,"A2",59.9023117755084,0,0,0
2018-01-01,"A2",57.7067557626656,0,1,0
2018-01-01,"A2",58.4884139964258,0,0,0
2018-01-01,"A2",58.4174274278587,0,0,0
2018-01-01,"A2",58.3757429952376,0,0,0
2018-01-01,"A2",59.0438507269905,0,0,0
2018-01-01,"A2",59.8722318595377,0,0,0
2018-01-01,"A2",58.5879977979109,1,0,0
2018-01-01,"A2",58.0941977141441,1,0,0
2018-01-01,"A2",59.0550370646947,0,1,0
2018-01-01,"A2",59.3670926445149,0,0,0
2018-01-01,"A2",59.2807319197272,0,0,0
2018-01-01,"A2",57.1608028705954,1,0,0
2018-01-01,"A2",58.4430661697389,0,0,0
2018-01-01,"A2",61.182679643143,0,0,0
2018-01-01,"A2",59.7603153459145,1,0,0
2018-01-01,"A2",60.1867459404271,0,0,1
2018-01-01,"A2",59.9702303182892,1,0,0
2018-01-01,"A2",59.3648925927616,0,0,0
2018-01-01,"A2",58.9777316328094,0,0,0
2018-01-01,"A2",57.2040369535255,0,0,0
2018-01-01,"A2",57.2518122964725,1,0,0
2018-01-01,"A2",60.6415460307818,1,0,0
2018-01-01,"A2",58.0534372938749,1,0,0
2018-01-01,"A2",57.7821526227698,1,0,0
2018-01-01,"A2",58.4399017057591,0,0,0
2018-01-01,"A2",58.4327791975806,0,0,0
2018-01-01,"A2",60.8258586984542,0,0,0
2018-01-01,"A2",57.7631170057298,1,0,0
2018-01-01,"A2",59.6943311508361,0,1,0
2018-01-01,"A2",59.3783649589791,0,0,0
2018-01-01,"A2",57.9803211022109,1,0,0
2018-01-01,"A2",57.7720261302839,1,0,0
2018-01-01,"A2",58.7889864690989,0,0,0
2018-01-01,"A2",59.273432293677,0,0,0
2018-01-01,"A2",57.8748871280941,0,0,0
2018-01-01,"A2",60.7907420681241,1,0,1
2018-01-01,"A2",59.7473108398315,1,0,0
