"visit_date","word_one","word_two","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share"
2018-05-01,"tips","better",46.3913987662679,1,1,0
2018-05-01,"tips","better",47.505624910099,1,0,0
2018-05-01,"tips","better",48.1784588675359,1,0,0
2018-05-01,"tips","better",48.4645728224987,1,0,0
2018-05-01,"tips","better",48.530351973163,0,1,0
2018-05-01,"tips","better",47.454549484258,1,0,0
2018-05-01,"tips","better",50.1320496423026,1,0,0
2018-05-01,"tips","better",48.00612410494,0,1,0
2018-05-01,"tips","better",47.0212642088742,1,0,0
2018-05-01,"tips","better",47.2458338804273,1,0,0
2018-05-01,"tips","better",49.2941687608167,1,1,0
2018-05-01,"tips","better",47.8381262501486,0,0,0
2018-05-01,"tips","better",48.4161447284583,0,1,0
2018-05-01,"tips","better",48.4590487232871,1,0,0
2018-05-01,"tips","better",48.733354715327,1,0,0
2018-05-01,"tips","better",47.6925187963388,1,0,1
2018-05-01,"tips","better",49.0635542350766,1,0,0
2018-05-01,"tips","better",47.8254934401999,1,0,1
2018-05-01,"tips","better",48.4905382892176,0,1,0
2018-05-01,"tips","better",49.4430023968853,1,0,0
2018-05-01,"tips","better",48.0985624033027,1,0,0
2018-05-01,"tips","better",47.7897719779571,1,1,0
2018-05-01,"tips","better",47.3792672005321,1,0,0
2018-05-01,"tips","better",48.6495230419996,1,0,0
2018-05-01,"tips","better",47.3073217265613,1,0,0
2018-05-01,"tips","better",49.7303444555107,1,0,0
2018-05-01,"tips","better",46.8682085163875,0,0,0
2018-05-01,"tips","better",47.1910705063575,1,0,0
2018-05-01,"tips","better",47.8390560446884,1,0,0
2018-05-01,"tips","better",46.5994572901897,1,0,0
2018-05-01,"tips","better",46.6792186034286,0,0,0
2018-05-01,"tips","better",49.3598345383561,0,0,0
2018-05-01,"tips","better",48.393368948305,1,0,0
2018-05-01,"tips","better",47.715753472409,1,1,0
2018-05-01,"tips","better",48.1318410204219,1,0,0
2018-05-01,"tips","better",47.9527174562896,0,0,0
2018-05-01,"tips","better",47.980336088171,1,0,0
2018-05-01,"tips","better",48.3972958602436,0,0,0
2018-05-01,"tips","better",50.4631735523035,0,0,0
2018-05-01,"tips","better",49.494369493491,1,0,0
2018-05-01,"tips","better",47.1001458911116,0,0,1
2018-05-01,"tips","better",48.3149568789249,1,0,0
2018-05-01,"tips","better",47.1601143306039,1,0,0
2018-05-01,"tips","better",48.2540247951455,1,0,0
2018-05-01,"tips","better",46.3375925286709,1,0,0
2018-05-01,"tips","better",47.7850395178205,1,1,1
2018-05-01,"tips","better",46.7220821104084,0,0,0
2018-05-01,"tips","better",49.1119204091696,1,1,0
2018-05-01,"tips","better",47.8007528497014,0,0,0
2018-05-01,"tips","better",49.2589272961116,1,0,0
2018-05-01,"tips","better",48.5930842170087,0,0,0
2018-05-01,"tips","better",49.1149550298828,1,0,0
2018-05-01,"tips","better",47.6461924313013,0,0,0
2018-05-01,"tips","better",48.0556209401332,1,0,0
2018-05-01,"tips","better",48.2650618089556,1,0,1
2018-05-01,"tips","better",49.3243522633491,1,1,0
2018-05-01,"tips","better",47.3040649558674,0,1,0
2018-05-01,"tips","better",47.6655959000755,1,0,0
2018-05-01,"tips","better",48.2262186436147,0,0,0
2018-05-01,"tips","better",47.2284636320708,0,0,0
2018-05-01,"tips","better",48.0183954034682,0,0,0
2018-05-01,"tips","better",49.8083038743606,1,0,0
2018-05-01,"tips","better",48.3626120141113,1,0,0
2018-05-01,"tips","better",48.1003906839522,1,1,0
2018-05-01,"tips","better",49.2457067833613,1,0,0
2018-05-01,"tips","better",45.6124907994299,1,0,0
2018-05-01,"tips","better",47.3375403643647,1,0,0
2018-05-01,"tips","better",47.2475809784709,1,1,0
2018-05-01,"tips","better",48.1465458151426,1,0,0
2018-05-01,"tips","better",48.8885588052175,1,0,0
2018-05-01,"tips","better",48.4920154517008,0,0,0
2018-05-01,"tips","better",47.0522436372535,1,0,1
2018-05-01,"tips","better",46.7457702019107,1,0,0
2018-05-01,"tips","better",49.6808110571896,1,0,0
2018-05-01,"tips","better",48.295554484676,1,0,0
2018-05-01,"tips","better",47.5493332464952,1,1,0
2018-05-01,"tips","better",46.9793310747076,1,0,0
2018-05-01,"tips","better",47.5369658288799,1,0,0
2018-05-01,"tips","better",49.2286653654619,1,0,0
2018-05-01,"tips","better",46.4840377716253,1,1,0
2018-05-01,"tips","better",46.7112748169157,0,0,0
2018-05-01,"tips","better",50.7205552556372,0,0,0
2018-05-01,"tips","better",47.2000929542729,0,1,0
2018-05-01,"tips","better",47.1437980391397,0,0,0
2018-05-01,"tips","better",49.5452813872037,1,0,0
2018-05-01,"tips","better",48.6739236874645,1,1,0
2018-05-01,"tips","better",48.9868145832709,0,1,0
2018-05-01,"tips","better",48.599403751975,1,1,0
2018-05-01,"tips","better",49.2217817023345,1,1,1
2018-05-01,"tips","better",48.4437611313858,1,0,0
2018-05-01,"tips","better",45.8027374711491,1,0,0
2018-05-01,"tips","better",46.9831943937653,1,0,0
2018-05-01,"tips","better",50.1550047425694,0,0,0
2018-05-01,"tips","better",48.8744629405954,1,1,1
2018-05-01,"tips","better",49.180515316133,1,1,0
2018-05-01,"tips","better",48.6298696595869,1,0,0
2018-05-01,"tips","better",47.6997137374351,1,0,0
2018-05-01,"tips","better",46.9768696180918,0,0,0
2018-05-01,"tips","better",46.7280583000337,0,0,0
2018-05-01,"tips","better",49.3979814620882,0,0,0
2018-05-01,"tips","better",47.5061639195036,1,0,0
2018-05-01,"tips","better",50.0504008352172,1,0,0
2018-05-01,"tips","better",47.3782673764543,1,0,1
2018-05-01,"tips","better",46.4202538963024,0,0,0
2018-05-01,"tips","better",48.5454051877582,1,0,0
2018-05-01,"tips","better",48.4385657456361,0,0,0
2018-05-01,"tips","better",47.9140224478884,1,0,0
2018-05-01,"tips","better",48.4207260832788,1,0,0
2018-05-01,"tips","better",47.0959624367725,0,0,0
2018-05-01,"tips","better",47.6148768665103,1,0,0
2018-05-01,"tips","better",46.7467418105625,0,0,0
2018-05-01,"tips","better",46.2201548609201,0,0,0
2018-05-01,"tips","better",49.1903413411924,1,0,0
2018-05-01,"tips","better",47.1185487173478,1,0,0
2018-05-01,"tips","better",48.5040198680193,1,0,0
2018-05-01,"tips","better",48.1291923159649,1,0,0
2018-05-01,"tips","better",47.6025869892968,1,0,0
2018-05-01,"tips","better",46.9818567113408,1,0,0
2018-05-01,"tips","better",49.6288820428744,0,1,0
2018-05-01,"tips","better",50.0257366396159,1,1,0
2018-05-01,"tips","better",48.7364602136974,1,1,0
2018-05-01,"tips","better",48.2331597179438,0,0,0
2018-05-01,"tips","better",47.6258917033013,0,0,0
2018-05-01,"tips","better",48.8304018125539,1,0,0
2018-05-01,"tips","better",50.6210689455188,1,0,0
2018-05-01,"tips","better",46.7379480459036,0,0,0
2018-05-01,"tips","better",47.5410372558599,1,1,1
2018-05-01,"tips","better",47.0764171108868,1,0,0
2018-05-01,"tips","better",48.775301994683,1,0,0
2018-05-01,"tips","better",47.6546355801704,1,0,0
2018-05-01,"tips","better",47.6185923068471,1,0,0
2018-05-01,"tips","better",48.6165015002761,1,0,0
2018-05-01,"tips","better",47.5304695470901,1,0,0
2018-05-01,"tips","better",47.5508309087524,1,0,0
2018-05-01,"tips","better",50.2556888328389,0,1,0
2018-05-01,"tips","better",47.2914699013269,0,0,0
2018-05-01,"tips","better",46.4789772595908,1,0,1
2018-05-01,"tips","better",50.2750821752474,1,0,0
2018-05-01,"tips","better",47.464352993808,1,0,1
2018-05-01,"tips","better",48.1924326109619,1,0,0
2018-05-01,"tips","better",48.0083767506412,0,1,0
2018-05-01,"tips","better",48.7172685803793,1,0,0
2018-05-01,"tips","better",48.9709661817378,1,0,0
2018-05-01,"tips","better",47.6806979256302,1,0,0
2018-05-01,"tips","better",48.6626056282607,0,0,0
2018-05-01,"tips","better",47.2600101340389,1,1,0
2018-05-01,"tips","better",46.8260433225434,1,1,0
2018-05-01,"tips","better",48.2759568859036,1,0,0
2018-05-01,"tips","better",47.2759927056016,0,0,0
2018-05-01,"tips","better",47.9521568182918,1,0,0
2018-05-01,"tips","better",46.6968041155072,1,0,0
2018-05-01,"tips","better",49.5350045505488,1,0,0
2018-05-01,"tips","better",49.8573573812302,0,0,0
2018-05-01,"tips","better",48.1092636230749,1,0,0
2018-05-01,"tips","better",48.4961297881357,1,0,0
2018-05-01,"tips","better",48.5277617413471,1,0,0
2018-05-01,"tips","better",49.7343461691806,1,0,0
2018-05-01,"tips","better",46.76634043445,0,0,0
2018-05-01,"tips","better",48.0771072256603,0,0,0
2018-05-01,"tips","better",47.9369615145651,1,0,0
2018-05-01,"tips","better",49.555852361689,1,0,0
2018-05-01,"tips","better",47.3014394976123,0,0,0
2018-05-01,"tips","better",49.3763272599757,1,1,0
2018-05-01,"tips","better",48.2936224121479,1,1,0
2018-05-01,"tips","better",48.046898887954,1,0,0
2018-05-01,"tips","better",48.4467069973321,1,0,0
2018-05-01,"tips","better",49.7823752974897,1,0,0
2018-05-01,"tips","better",47.3249627384923,1,0,0
2018-05-01,"tips","better",46.8028630914186,1,0,0
2018-05-01,"tips","better",47.2337089112004,0,0,0
2018-05-01,"tips","better",47.4401722553468,1,0,0
2018-05-01,"tips","better",48.8773320058363,1,0,1
2018-05-01,"tips","better",47.8828571674131,1,0,0
2018-05-01,"tips","better",48.9129631309399,1,0,0
2018-05-01,"tips","better",47.6609151980663,1,0,0
2018-05-01,"tips","better",46.1229106151369,0,0,0
2018-05-01,"tips","better",48.1489352002348,1,1,1
2018-05-01,"tips","better",48.9318649045796,1,1,0
2018-05-01,"tips","better",47.6142261645681,1,0,0
2018-05-01,"tips","better",48.5988048107209,1,0,0
2018-05-01,"tips","better",48.5910691653779,1,0,0
2018-05-01,"tips","better",48.8262695968167,0,1,0
2018-05-01,"tips","better",47.9413113031082,1,1,0
2018-05-01,"tips","better",47.9618660876432,0,1,0
2018-05-01,"tips","better",47.1927529117102,1,0,0
2018-05-01,"tips","better",49.7152507739855,1,0,0
2018-05-01,"tips","better",47.7237543861984,1,0,0
2018-05-01,"tips","better",48.010035792257,1,0,0
2018-05-01,"tips","better",47.5596244522321,1,0,0
2018-05-01,"tips","better",48.2603236547955,1,0,1
2018-05-01,"tips","better",47.2224664145968,1,1,0
2018-05-01,"tips","better",48.6826869967043,0,0,0
2018-05-01,"tips","better",46.9902375987924,1,0,0
2018-05-01,"tips","better",48.2253076719884,1,0,0
2018-05-01,"tips","better",48.8261447559006,1,1,0
2018-05-01,"tips","better",47.7725963372041,1,0,0
2018-05-01,"tips","better",47.1680037143674,1,1,0
2018-05-01,"tips","better",46.2906445731025,1,0,0
2018-05-01,"tips","better",49.3337772321078,0,0,0
2018-05-01,"tips","better",48.2332217011173,0,0,0
2018-05-01,"tips","better",46.7509248743863,1,0,0
2018-05-01,"tips","better",48.57897664527,1,0,0
2018-05-01,"tips","better",46.2515922948813,1,0,0
2018-05-01,"tips","better",49.0281284132414,1,0,0
2018-05-01,"tips","better",49.7980737687737,0,0,0
2018-05-01,"tips","better",47.9063656687648,1,0,0
2018-05-01,"tips","better",46.9656347437608,0,0,0
2018-05-01,"tips","better",46.7571990808189,1,0,0
2018-05-01,"tips","better",48.4876121488375,1,0,0
2018-05-01,"tips","better",48.7017436421199,1,0,1
2018-05-01,"tips","better",47.4684312926103,1,0,0
2018-05-01,"tips","better",48.7840855669223,1,0,0
2018-05-01,"tips","better",47.3883174471561,1,0,0
2018-05-01,"tips","better",48.1639992654427,1,1,0
2018-05-01,"tips","better",48.0914812734438,1,0,0
2018-05-01,"tips","better",47.5463507730217,1,1,0
2018-05-01,"tips","better",48.0466917000573,0,0,0
2018-05-01,"tips","better",46.7617643095128,0,0,0
2018-05-01,"tips","better",47.8653492423681,1,0,0
2018-05-01,"tips","better",50.4332654557295,1,0,0
2018-05-01,"tips","better",48.8444981189638,1,0,0
2018-05-01,"tips","better",50.3655263585584,0,0,0
2018-05-01,"tips","better",47.6978317764862,0,0,0
2018-05-01,"tips","better",47.3296433014178,0,0,0
2018-05-01,"tips","better",49.1278940197164,0,0,0
2018-05-01,"tips","better",49.6949268444273,1,0,0
2018-05-01,"tips","better",48.4457262106522,0,0,0
2018-05-01,"tips","better",48.6549009607387,1,0,0
2018-05-01,"tips","better",48.1631666710021,1,0,0
2018-05-01,"tips","better",48.8571118952711,1,0,0
2018-05-01,"tips","better",47.073701103354,1,1,0
2018-05-01,"tips","better",48.6148129031054,0,0,0
2018-05-01,"tips","better",47.3510722845493,0,0,0
2018-05-01,"tips","better",47.450141702103,1,0,0
2018-05-01,"tips","better",49.0729954584631,0,1,0
2018-05-01,"tips","better",46.5422128562007,0,1,0
2018-05-01,"tips","better",45.5603733934426,1,0,0
2018-05-01,"tips","better",46.9530600911531,1,0,0
2018-05-01,"tips","better",48.2337703340753,0,0,0
2018-05-01,"tips","better",48.9082471407934,1,0,0
2018-05-01,"tips","better",48.6839154887929,0,0,0
2018-05-01,"tips","better",49.1471633089723,1,0,0
2018-05-01,"tips","better",50.1733505603592,0,1,0
2018-05-01,"tips","better",48.997311328136,1,0,0
2018-05-01,"tips","better",46.704393943675,1,0,0
2018-05-01,"tips","better",46.9144708084823,1,0,0
2018-05-01,"tips","better",48.0757879534165,1,0,0
2018-05-01,"tips","better",48.5299385668429,1,0,0
2018-05-01,"tips","better",46.6438666269965,0,0,0
2018-05-01,"tips","better",48.8041062298808,1,0,0
2018-05-01,"tips","better",47.8284812328784,1,0,0
2018-05-01,"tips","better",48.9955661601863,1,0,0
2018-05-01,"tips","better",47.9235421985347,1,1,0
2018-05-01,"tips","better",48.5883186499405,1,0,0
2018-05-01,"tips","better",46.6525370053856,0,0,0
2018-05-01,"tips","better",48.7507769325009,1,0,0
2018-05-01,"tips","better",46.7705299887179,1,0,0
2018-05-01,"tips","better",48.9814162566203,1,0,0
2018-05-01,"tips","better",47.7071353128856,1,1,1
2018-05-01,"tips","better",48.3187168670736,1,1,0
2018-05-01,"tips","better",47.0121162950965,0,0,0
2018-05-01,"tips","better",47.5136977953904,1,0,0
2018-05-01,"tips","better",47.3264690271297,1,0,0
2018-05-01,"tips","better",49.7962145301088,1,1,0
2018-05-01,"tips","better",47.9308453091574,0,0,0
2018-05-01,"tips","better",47.5624598096417,1,1,0
2018-05-01,"tips","better",46.8806306184935,1,0,0
2018-05-01,"tips","better",48.2500742240649,1,1,0
2018-05-01,"tips","better",48.7158951803855,1,0,0
2018-05-01,"tips","better",47.9675513428627,1,0,0
2018-05-01,"tips","better",48.1140506178597,1,0,0
2018-05-01,"tips","better",46.8858684132449,1,0,0
2018-05-01,"tips","better",48.207220284383,1,0,0
2018-05-01,"tips","better",49.473724027926,0,0,0
2018-05-01,"tips","better",46.8792256952449,1,0,0
2018-05-01,"tips","better",48.0254865825148,1,0,0
2018-05-01,"tips","better",49.077021639384,1,0,0
2018-05-01,"tips","better",49.0335331386216,0,0,0
2018-05-01,"tips","better",47.7956341700752,1,0,0
2018-05-01,"tips","better",47.4483541844935,1,0,0
2018-05-01,"tips","better",46.2087640408198,0,1,0
2018-05-01,"tips","better",47.4987105884682,1,0,0
2018-05-01,"tips","better",48.675750148119,0,0,0
2018-05-01,"tips","better",48.5017993453907,1,1,0
2018-05-01,"tips","better",48.8627499466629,0,1,1
2018-05-01,"tips","better",46.4530402919609,1,1,1
2018-05-01,"tips","better",46.2850158311638,1,0,0
2018-05-01,"tips","better",49.5777934263525,0,0,0
2018-05-01,"tips","better",48.7307854753281,1,0,0
2018-05-01,"tips","better",48.2806466706336,1,0,0
2018-05-01,"tips","better",49.5523569794723,1,0,0
2018-05-01,"tips","better",47.5515450165033,1,0,0
2018-05-01,"tips","better",47.4688520784019,0,0,0
2018-05-01,"tips","better",48.1118260922227,1,1,1
2018-05-01,"tips","better",47.2437884452382,0,0,0
2018-05-01,"tips","better",49.0383020352107,1,0,0
2018-05-01,"tips","better",47.6007312613422,1,1,0
2018-05-01,"tips","better",48.7680493026308,1,0,0
2018-05-01,"tips","better",48.5821728055677,0,0,0
2018-05-01,"tips","better",47.1924819291706,1,0,0
2018-05-01,"tips","better",48.3498765385228,1,0,0
2018-05-01,"tips","better",46.26782355256,1,0,0
2018-05-01,"tips","better",48.762882372009,1,0,0
2018-05-01,"tips","better",49.2800645659176,1,1,0
2018-05-01,"tips","better",48.3474301912456,0,0,0
2018-05-01,"tips","better",50.3828685626664,1,0,0
2018-05-01,"tips","better",49.6414656637225,0,0,0
2018-05-01,"tips","better",48.0322248415675,0,0,0
2018-05-01,"tips","better",48.3169790468368,1,0,0
2018-05-01,"tips","better",48.4948503822631,1,0,0
2018-05-01,"tips","better",47.987090218436,1,0,0
2018-05-01,"tips","better",49.2868350469172,0,0,0
2018-05-01,"tips","better",48.528035828691,1,1,0
2018-05-01,"tips","better",49.0748639076157,1,0,0
2018-05-01,"tips","better",49.2628000369836,0,0,0
2018-05-01,"tips","better",46.5349606464666,0,0,0
2018-05-01,"tips","better",46.305647166249,1,0,0
2018-05-01,"tips","better",46.5987594792523,1,0,0
2018-05-01,"tips","better",47.4105310851142,0,0,0
2018-05-01,"tips","better",46.4612428582571,0,1,0
2018-05-01,"tips","better",47.6850221821061,0,1,0
2018-05-01,"tips","better",47.1659515862618,1,1,0
2018-05-01,"tips","better",47.4749603777135,0,0,0
2018-05-01,"tips","better",47.2896775202831,1,0,0
2018-05-01,"tips","better",47.7782738886906,1,0,0
2018-05-01,"tips","better",48.2956322285161,1,1,0
2018-05-01,"tips","better",48.1907435121772,1,0,0
2018-05-01,"tips","better",47.4148005330984,1,0,0
2018-05-01,"tips","better",47.5011976093476,1,0,0
2018-05-01,"tips","better",47.6911965784289,1,0,0
2018-05-01,"tips","better",47.9915127284288,1,0,0
2018-05-01,"tips","better",47.0130979432453,1,1,0
2018-05-01,"tips","better",49.0785416463366,0,0,0
2018-05-01,"tips","better",46.912489369365,1,0,0
2018-05-01,"tips","better",46.9878279917647,1,0,0
2018-05-01,"tips","better",47.4617993248662,1,1,0
2018-05-01,"tips","better",49.0536508050334,1,0,0
2018-05-01,"tips","better",48.8660957772739,1,0,0
2018-05-01,"tips","better",48.4717914197629,0,0,1
2018-05-01,"tips","better",49.2615941305247,1,0,0
2018-05-01,"tips","better",47.2154670657098,1,0,0
2018-05-01,"tips","better",48.1224526266752,1,1,0
2018-05-01,"tips","better",47.6726149351989,1,0,0
2018-05-01,"tips","better",47.781597047308,1,1,0
2018-05-01,"tips","better",47.2400243284499,0,0,0
2018-05-01,"tips","better",47.694661198126,1,0,0
2018-05-01,"tips","better",48.5734055697075,0,1,0
2018-05-01,"tips","better",48.585990175188,1,0,0
2018-05-01,"tips","better",47.8812182754838,1,0,0
2018-05-01,"tips","better",47.5677433261009,0,0,0
2018-05-01,"tips","better",48.8706346495397,1,0,0
2018-05-01,"tips","better",45.9218664494572,1,1,0
2018-05-01,"tips","better",48.6510166950623,1,1,0
2018-05-01,"tips","better",49.3636617350968,0,0,0
2018-05-01,"tips","better",46.5492654798809,1,0,0
2018-05-01,"tips","better",47.5520069090792,1,0,0
2018-05-01,"tips","better",48.0313897290741,0,0,0
2018-05-01,"tips","better",48.1804448539518,1,0,0
2018-05-01,"tips","better",48.3139117887347,1,1,0
2018-05-01,"tips","better",47.0575917926305,0,1,0
2018-05-01,"tips","better",46.4477767032833,1,0,0
2018-05-01,"tips","better",48.7452674777179,1,0,0
2018-05-01,"tips","better",46.3935099676574,0,0,0
2018-05-01,"tips","better",46.9532984291131,0,0,0
2018-05-01,"tips","better",48.2011776063407,1,0,0
2018-05-01,"tips","better",46.3182403666074,1,0,0
2018-05-01,"tips","better",48.6753818866901,1,1,0
2018-05-01,"tips","better",47.8441443458323,0,1,0
2018-05-01,"tips","better",48.2284264949361,1,0,0
2018-05-01,"tips","better",47.5820557579025,0,0,0
2018-05-01,"tips","better",45.7278342336005,1,0,0
2018-05-01,"tips","better",47.6703683258716,1,0,0
2018-05-01,"tips","better",49.7575077586683,0,0,0
2018-05-01,"tips","better",47.8141006813746,1,0,0
2018-05-01,"tips","better",46.7128973346131,1,0,0
2018-05-01,"tips","better",47.6480589071563,1,0,0
2018-05-01,"tips","better",47.4698935920358,0,0,0
2018-05-01,"tips","better",48.076164780073,1,0,0
2018-05-01,"tips","better",48.9882294473977,1,0,1
2018-05-01,"tips","better",47.2299633326225,1,0,0
2018-05-01,"tips","better",49.1608375288384,1,0,0
2018-05-01,"tips","better",49.3264747075084,0,0,0
2018-05-01,"tips","better",47.7577800786962,1,0,0
2018-05-01,"tips","better",47.9470429435794,1,1,0
2018-05-01,"tools","better",48.7409077626417,1,0,1
2018-05-01,"tools","better",47.3684230444137,0,0,0
2018-05-01,"tools","better",48.2942522529444,0,0,0
2018-05-01,"tools","better",48.7953295011685,1,1,0
2018-05-01,"tools","better",49.0233902426463,0,0,0
2018-05-01,"tools","better",47.7636491598714,1,0,0
2018-05-01,"tools","better",48.226804066134,1,0,0
2018-05-01,"tools","better",48.4830546576945,1,1,0
2018-05-01,"tools","better",46.9198704757155,0,0,0
2018-05-01,"tools","better",49.2539925192682,1,0,0
2018-05-01,"tools","better",48.4171420172229,1,0,0
2018-05-01,"tools","better",48.6604796971334,1,0,0
2018-05-01,"tools","better",50.6760501012119,1,1,0
2018-05-01,"tools","better",48.1885479408439,1,0,0
2018-05-01,"tools","better",49.2628286709954,0,0,0
2018-05-01,"tools","better",47.7389443840365,1,0,0
2018-05-01,"tools","better",48.6944931379205,1,1,0
2018-05-01,"tools","better",47.0188961771001,1,0,0
2018-05-01,"tools","better",49.5124245696047,1,0,0
