"visit_date","condition","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share","article_published"
2018-02-01,"tips",60.3759984042082,0,0,0,"no"
2018-02-01,"tips",59.3825350986753,1,0,0,"no"
2018-02-01,"tips",59.9757037505307,1,0,0,"no"
2018-02-01,"tips",60.9614542992552,1,0,0,"no"
2018-02-01,"tips",60.2101709335218,1,0,0,"no"
2018-02-01,"tips",59.7646312045524,0,1,0,"no"
2018-02-01,"tips",60.3620170765716,0,0,0,"no"
2018-02-01,"tips",59.4451939731316,1,1,0,"no"
2018-02-01,"tips",59.1368316523805,1,0,0,"no"
2018-02-01,"tips",60.2692509402337,1,0,0,"no"
2018-02-01,"tips",59.0574410826638,0,0,0,"no"
2018-02-01,"tips",58.3222078611109,0,0,0,"no"
2018-02-01,"tips",61.217890303998,1,0,0,"no"
2018-02-01,"tips",60.2933942850402,1,0,0,"no"
2018-02-01,"tips",59.9343860329269,1,0,0,"no"
2018-02-01,"tips",58.8427100389754,1,0,0,"no"
2018-02-01,"tips",59.9603792429202,0,0,0,"no"
2018-02-01,"tips",61.495015515809,1,0,0,"no"
2018-02-01,"tips",58.9112334671076,1,0,0,"no"
2018-02-01,"tips",59.6103615851002,0,0,0,"no"
2018-02-01,"tips",61.0996811061328,1,0,0,"no"
2018-02-01,"tips",61.3574450139127,1,0,0,"no"
2018-02-01,"tips",59.9487484643487,1,0,0,"no"
2018-02-01,"tips",59.6644281686034,1,0,0,"no"
2018-02-01,"tips",61.7435790713439,1,0,0,"no"
2018-02-01,"tips",59.9290438592729,0,0,0,"no"
2018-02-01,"tips",59.0019602075367,1,0,0,"no"
2018-02-01,"tips",61.7327233768989,0,0,0,"no"
2018-02-01,"tips",59.9928119755244,0,1,0,"no"
2018-02-01,"tips",60.2338096754824,1,0,0,"no"
2018-02-01,"tips",60.1498207614994,1,0,0,"no"
2018-02-01,"tips",58.9024394830893,0,0,0,"no"
2018-02-01,"tips",61.0322335240844,1,0,0,"no"
2018-02-01,"tips",59.363565994898,0,0,0,"no"
2018-02-01,"tips",58.7846634909894,1,0,0,"no"
2018-02-01,"tips",61.1543456469621,1,0,0,"no"
2018-02-01,"tips",60.3723896135136,0,1,0,"no"
2018-02-01,"tips",59.9099897956719,1,0,0,"no"
2018-02-01,"tips",60.2383706032901,1,0,0,"no"
2018-02-01,"tips",60.8915936165247,0,1,0,"no"
2018-02-01,"tips",60.0988351527464,1,0,0,"no"
2018-02-01,"tips",59.2949330504382,0,0,0,"no"
2018-02-01,"tips",58.9741625595981,0,0,0,"no"
2018-02-01,"tips",57.591364228385,1,0,0,"no"
2018-02-01,"tips",59.3190590387995,1,0,0,"no"
2018-02-01,"tips",60.8894103874348,1,0,0,"no"
2018-02-01,"tips",59.6125284324812,1,0,0,"no"
2018-02-01,"tips",59.8937133169385,1,1,0,"no"
2018-02-01,"tips",60.4438958094806,1,0,0,"no"
2018-02-01,"tips",60.7478148982058,1,1,0,"no"
2018-02-01,"tips",59.9548819533067,1,0,0,"no"
2018-02-01,"tips",59.354205407,0,0,0,"no"
2018-02-01,"tips",57.9312183827448,0,1,0,"no"
2018-02-01,"tips",59.7014340239425,0,1,0,"no"
2018-02-01,"tips",60.6924681037648,0,0,0,"no"
2018-02-01,"tips",59.6397755296922,0,1,0,"no"
2018-02-01,"tips",60.8856417463569,0,0,0,"no"
2018-02-01,"tips",61.2625358021734,0,0,0,"no"
2018-02-01,"tips",59.3335704595164,1,0,0,"no"
2018-02-01,"tips",60.152654884161,1,0,0,"no"
2018-02-01,"tips",62.0985144117712,1,0,0,"no"
2018-02-01,"tips",60.2012529071914,0,0,0,"no"
2018-02-01,"tips",59.7461859812201,0,0,0,"no"
2018-02-01,"tips",60.2703178455589,1,0,0,"no"
2018-02-01,"tips",59.7941037858311,1,0,0,"no"
2018-02-01,"tips",59.4626042165042,1,0,0,"no"
2018-02-01,"tips",60.3103111615552,1,0,0,"no"
2018-02-01,"tips",60.8476634184499,0,0,0,"no"
2018-02-01,"tips",60.6093541381194,0,0,0,"no"
2018-02-01,"tips",57.2477913961722,1,1,0,"no"
2018-02-01,"tips",59.5647892418994,0,0,0,"no"
2018-02-01,"tips",60.1665039269291,0,0,0,"no"
2018-02-01,"tips",57.9976494846553,1,0,0,"no"
2018-02-01,"tips",60.2626429187005,1,0,0,"no"
2018-02-01,"tips",59.7097508324663,1,0,1,"no"
2018-02-01,"tips",58.4106377594553,1,0,0,"no"
2018-02-01,"tips",60.8699269401037,1,0,0,"no"
2018-02-01,"tips",59.8837753742486,0,0,0,"no"
2018-02-01,"tips",59.88874701295,0,0,0,"no"
2018-02-01,"tips",58.850832109484,1,0,0,"no"
2018-02-01,"tips",60.7205031580065,1,0,0,"no"
2018-02-01,"tips",60.9516248486638,1,0,0,"no"
2018-02-01,"tips",59.4494978489368,1,0,0,"no"
2018-02-01,"tips",58.8646363934556,0,0,0,"no"
2018-02-01,"tips",60.9999885667171,0,0,0,"no"
2018-02-01,"tips",61.7111437691925,1,0,0,"no"
2018-02-01,"tips",60.491911003645,1,0,0,"no"
2018-02-01,"tips",59.5804363484116,1,0,0,"no"
2018-02-01,"tips",60.220011562136,0,0,0,"no"
2018-02-01,"tips",60.0940300652475,1,0,0,"no"
2018-02-01,"tips",57.8434127444071,1,0,0,"no"
2018-02-01,"tips",60.678169566117,1,0,0,"no"
2018-02-01,"tips",59.0806673343571,1,0,0,"no"
2018-02-01,"tips",59.2873182369117,0,0,0,"no"
2018-02-01,"tips",57.7119834660421,1,0,0,"no"
2018-02-01,"tips",57.186501674556,0,0,0,"no"
2018-02-01,"tips",60.1014307805643,1,0,0,"no"
2018-02-01,"tips",59.8114653217292,1,0,0,"no"
2018-02-01,"tips",61.0616395525906,1,0,0,"no"
2018-02-01,"tips",61.1583694799761,1,0,0,"no"
2018-02-01,"tips",58.7435355462985,1,0,0,"no"
2018-02-01,"tips",61.7610032016187,0,0,0,"no"
2018-02-01,"tips",58.7571703402467,1,0,0,"no"
2018-02-01,"tips",62.0047665855506,1,0,0,"no"
2018-02-01,"tips",59.6614141721156,1,0,0,"no"
2018-02-01,"tips",59.8799743815505,1,0,0,"no"
2018-02-01,"tips",58.6462688855465,1,0,0,"no"
2018-02-01,"tips",60.8401966274469,1,0,0,"no"
2018-02-01,"tips",62.6130149118868,1,0,0,"no"
2018-02-01,"tips",59.7601521419331,1,0,0,"no"
2018-02-01,"tips",59.459165265272,0,0,0,"no"
2018-02-01,"tips",60.6525278556677,1,0,0,"no"
2018-02-01,"tips",59.9929424121658,1,0,0,"no"
2018-02-01,"tips",58.9818044526108,1,0,0,"no"
2018-02-01,"tips",60.5092432770632,0,0,0,"no"
2018-02-01,"tips",58.0847960527166,1,0,0,"no"
2018-02-01,"tips",60.2070322187827,0,0,0,"no"
2018-02-01,"tips",60.7265921562885,0,0,0,"no"
2018-02-01,"tips",61.2761604146204,1,0,0,"no"
2018-02-01,"tips",59.7416952863696,1,0,0,"no"
2018-02-01,"tips",60.8848727041244,1,0,0,"no"
2018-02-01,"tips",59.1370989945963,1,0,0,"no"
2018-02-01,"tips",60.6131688096036,1,0,0,"no"
2018-02-01,"tips",60.554086443453,0,0,0,"no"
2018-02-01,"tips",59.1693367582809,0,0,0,"no"
2018-02-01,"tips",59.4947296131128,0,0,0,"no"
2018-02-01,"tips",59.4759288897131,0,0,0,"no"
2018-02-01,"tips",60.3532905868753,1,1,0,"no"
2018-02-01,"tips",61.5813425219946,1,0,0,"no"
2018-02-01,"tips",59.2184987526644,0,0,0,"no"
2018-02-01,"tips",59.5132231721206,0,0,0,"no"
2018-02-01,"tips",60.7593467771674,1,1,0,"no"
2018-02-01,"tips",59.7980422280776,1,0,0,"no"
2018-02-01,"tips",59.1098984808048,0,0,0,"no"
2018-02-01,"tips",58.5355354046819,1,0,0,"no"
2018-02-01,"tips",60.5976811617324,1,0,0,"no"
2018-02-01,"tips",61.0504669749973,0,0,0,"no"
2018-02-01,"tips",59.8200645921763,1,0,0,"no"
2018-02-01,"tips",59.7728549136531,0,0,0,"no"
2018-02-01,"tips",62.1806819923067,0,0,0,"no"
2018-02-01,"tips",60.5694036662742,0,1,0,"no"
2018-02-01,"tips",60.994541278875,0,0,0,"no"
2018-02-01,"tips",59.1413814316286,0,0,0,"no"
2018-02-01,"tips",58.4087092167286,0,0,0,"no"
2018-02-01,"tips",60.6098855672906,0,1,0,"no"
2018-02-01,"tips",61.0119327793964,1,0,0,"no"
2018-02-01,"tips",59.4030089352676,0,0,0,"no"
2018-02-01,"tips",60.4584745775046,1,0,0,"no"
2018-02-01,"tips",60.0527561522735,0,0,0,"no"
2018-02-01,"tips",60.9047357411733,1,0,0,"no"
2018-02-01,"tips",60.7412734161025,1,0,0,"no"
2018-02-01,"tips",60.3411725394336,0,0,0,"no"
2018-02-01,"tips",60.113000806725,0,0,0,"no"
2018-02-01,"tips",58.7639454234552,1,0,0,"no"
2018-02-01,"tips",59.4079752276289,1,0,0,"no"
2018-02-01,"tips",59.8554831211639,1,0,0,"no"
2018-02-01,"tips",60.1170579923622,0,0,0,"no"
2018-02-01,"tips",58.9998724725817,1,0,0,"no"
2018-02-01,"tips",59.1406115955796,0,0,0,"no"
2018-02-01,"tips",59.1340357821057,1,0,0,"no"
2018-02-01,"tips",59.7497860962494,1,0,0,"no"
2018-02-01,"tips",60.0176671843416,0,0,0,"no"
2018-02-01,"tips",61.1971651025873,0,0,0,"no"
2018-02-01,"tips",60.7521654521987,1,0,0,"no"
2018-02-01,"tips",58.1993538956007,0,0,0,"no"
2018-02-01,"tips",61.3197062595013,1,0,0,"no"
2018-02-01,"tips",60.0718473501665,1,0,0,"no"
2018-02-01,"tips",59.4416796717745,0,0,0,"no"
2018-02-01,"tips",60.9073745435753,0,0,0,"no"
2018-02-01,"tips",58.8009875921648,1,0,0,"no"
2018-02-01,"tips",60.1756379702557,1,1,0,"no"
2018-02-01,"tips",59.9266218153585,1,0,0,"no"
2018-02-01,"tips",60.8866078786325,1,0,0,"no"
2018-02-01,"tips",57.7226321822652,0,0,0,"no"
2018-02-01,"tips",62.1098964009369,0,0,0,"no"
2018-02-01,"tips",59.3591716479131,1,0,0,"no"
2018-02-01,"tips",59.4950633155846,0,0,0,"no"
2018-02-01,"tips",58.1727645192297,1,0,0,"no"
2018-02-01,"tips",59.238251987998,1,0,0,"no"
2018-02-01,"tips",58.2045225182073,0,0,0,"no"
2018-02-01,"tips",61.138563903286,0,0,0,"no"
2018-02-01,"tips",58.9631958256519,0,0,0,"no"
2018-02-01,"tips",58.8795499005741,0,0,0,"no"
2018-02-01,"tips",59.7854367597128,1,1,0,"no"
2018-02-01,"tips",60.4508087618031,1,0,0,"no"
2018-02-01,"tips",60.8701027055014,0,0,0,"no"
2018-02-01,"tips",61.0770117574778,1,0,0,"no"
2018-02-01,"tips",60.0603117636712,1,0,0,"no"
2018-02-01,"tips",58.3745437814667,0,0,0,"no"
2018-02-01,"tips",60.5147892312569,0,0,0,"no"
2018-02-01,"tips",60.8276780746308,1,0,0,"no"
2018-02-01,"tips",59.4994242576071,1,0,0,"no"
2018-02-01,"tips",59.338275440761,0,0,0,"no"
2018-02-01,"tips",59.9128125581038,1,1,0,"no"
2018-02-01,"tips",61.336629234418,0,1,0,"no"
2018-02-01,"tips",60.2179617801228,0,0,0,"no"
2018-02-01,"tips",61.3744380829239,1,0,0,"no"
2018-02-01,"tips",59.2825461489743,0,0,0,"no"
2018-02-01,"tips",59.9045188862218,1,0,0,"no"
2018-02-01,"tips",58.23717716805,1,0,0,"no"
2018-02-01,"tips",61.0895591407639,1,0,0,"no"
2018-02-01,"tips",60.1883928231182,1,0,0,"no"
2018-02-01,"tips",59.0604430892864,1,0,0,"no"
2018-02-01,"tips",58.8148662333479,1,0,0,"no"
2018-02-01,"tips",60.8032492180156,1,0,0,"no"
2018-02-01,"tips",59.1344690766233,1,0,0,"no"
2018-02-01,"tips",60.5429202194932,0,0,0,"no"
2018-02-01,"tips",59.609967008657,1,0,0,"no"
2018-02-01,"tips",59.8329741416376,1,0,0,"no"
2018-02-01,"tips",60.2052639557634,0,0,0,"no"
2018-02-01,"tips",60.9375774816214,1,0,0,"no"
2018-02-01,"tips",58.7136719998043,0,0,0,"no"
2018-02-01,"tips",60.8249995231278,1,0,0,"no"
2018-02-01,"tips",58.8536814910109,1,0,0,"no"
2018-02-01,"tips",60.2615947659932,0,1,0,"no"
2018-02-01,"tips",60.4831568905812,1,0,0,"no"
2018-02-01,"tips",60.1198566204229,1,0,0,"no"
2018-02-01,"tips",59.8554601913737,0,0,0,"no"
2018-02-01,"tips",60.7232264158663,0,0,0,"no"
2018-02-01,"tips",59.5961854773712,1,0,0,"no"
2018-02-01,"tips",59.4372572971392,0,1,0,"no"
2018-02-01,"tips",61.1376349291689,0,0,0,"no"
2018-02-01,"tips",59.1890271333238,1,0,0,"no"
2018-02-01,"tips",59.5252286066067,1,0,0,"no"
2018-02-01,"tips",60.7764553596772,0,0,0,"no"
2018-02-01,"tips",60.3130320051759,1,1,0,"no"
2018-02-01,"tips",59.9818490418898,0,0,0,"no"
2018-02-01,"tips",57.8146437949275,1,0,0,"no"
2018-02-01,"tips",58.7229619079618,0,1,0,"no"
2018-02-01,"tips",60.6464084125492,0,0,0,"no"
2018-02-01,"tips",60.8248934565953,1,0,0,"no"
2018-02-01,"tips",58.4632313324023,1,0,0,"no"
2018-02-01,"tips",59.42921220568,1,0,0,"no"
2018-02-01,"tips",59.9125014687507,1,0,0,"no"
2018-02-01,"tips",58.5323858665104,0,0,0,"no"
2018-02-01,"tips",58.1455341486324,0,0,0,"no"
2018-02-01,"tips",59.1565230386155,0,1,0,"no"
2018-02-01,"tips",61.6663089214111,1,0,0,"no"
2018-02-01,"tips",61.4044643477512,1,0,0,"no"
2018-02-01,"tips",59.0492900378178,1,0,0,"no"
2018-02-01,"tips",61.1623544310061,1,1,0,"no"
2018-02-01,"tips",59.1577116010944,1,0,0,"no"
2018-02-01,"tips",59.6308983758302,1,0,0,"no"
2018-02-01,"tips",59.8134401052048,1,0,0,"no"
2018-02-01,"tips",60.8755740093419,1,0,0,"no"
2018-02-01,"tips",60.6983130812442,1,0,0,"no"
2018-02-01,"tips",63.1264418698227,1,0,0,"no"
2018-02-01,"tips",59.0677097101607,0,0,0,"no"
2018-02-01,"tips",60.043832488886,1,0,0,"no"
2018-02-01,"tips",59.9163969015151,0,0,0,"no"
2018-02-01,"tips",59.4012377520152,1,0,0,"no"
2018-02-01,"tips",59.9369383794466,1,0,0,"no"
2018-02-01,"tips",61.0880246709536,0,0,0,"no"
2018-02-01,"tips",60.7013359555604,1,0,0,"no"
2018-02-01,"tips",62.049203115421,1,0,0,"no"
2018-02-01,"tips",60.8973418710898,1,0,0,"no"
2018-02-01,"tips",61.2046928096405,1,0,0,"no"
2018-02-01,"tips",59.7305105874227,0,1,0,"no"
2018-02-01,"tips",60.3089511085938,0,0,0,"no"
2018-02-01,"tips",59.3702039813183,0,0,0,"no"
2018-02-01,"tips",59.2300144461476,1,0,0,"no"
2018-02-01,"tips",59.9978602835692,0,0,0,"no"
2018-02-01,"tips",60.1851959260493,1,0,0,"no"
2018-02-01,"tips",59.727562304845,1,0,0,"no"
2018-02-01,"tips",59.7104611810918,1,0,0,"no"
2018-02-01,"tips",58.9891663537685,1,1,0,"no"
2018-02-01,"tips",60.5134834620739,0,0,0,"no"
2018-02-01,"tips",57.0795557663467,1,0,0,"no"
2018-02-01,"tips",59.827767020864,1,0,0,"no"
2018-02-01,"tips",58.5200237982464,0,0,0,"no"
2018-02-01,"tips",59.7406817234208,0,0,0,"no"
2018-02-01,"tips",62.8908966383979,0,0,0,"no"
2018-02-01,"tips",59.2325815888845,1,0,0,"no"
2018-02-01,"tips",56.752153619016,0,0,0,"no"
2018-02-01,"tips",59.6001198347643,1,0,0,"no"
2018-02-01,"tips",60.446299561534,0,0,0,"no"
2018-02-01,"tips",61.5033015717002,0,0,0,"no"
2018-02-01,"tips",60.0219911119985,0,1,0,"no"
2018-02-01,"tips",60.0549228468551,0,0,0,"no"
2018-02-01,"tips",61.2604621982785,0,1,0,"no"
2018-02-01,"tips",60.6874307693159,0,0,0,"no"
2018-02-01,"tips",58.9582189973738,0,0,0,"no"
2018-02-01,"tips",59.988312638811,0,0,0,"no"
2018-02-01,"tips",59.9717934937353,1,0,0,"no"
2018-02-01,"tips",60.5139571517895,1,0,0,"no"
2018-02-01,"tips",60.9583443526678,1,0,0,"no"
2018-02-01,"tips",59.0421561935914,0,1,0,"no"
2018-02-01,"tips",59.7829200123947,1,0,0,"no"
2018-02-01,"tips",60.634291080451,1,0,0,"no"
2018-02-01,"tips",60.3109311875134,1,1,0,"no"
2018-02-01,"tips",59.680568728666,0,0,0,"no"
2018-02-01,"tips",59.4795531204223,1,0,0,"no"
2018-02-01,"tips",60.4241786412084,1,0,0,"no"
2018-02-01,"tips",62.2685539920293,1,1,0,"no"
2018-02-01,"tips",60.9517088834781,1,0,0,"no"
2018-02-01,"tips",59.5717132844983,1,0,0,"no"
2018-02-01,"tips",58.3266950803075,0,0,0,"no"
2018-02-01,"tips",57.2325478099182,0,0,0,"no"
2018-02-01,"tips",58.9832507852944,1,0,0,"no"
2018-02-01,"tips",59.7687349180248,1,0,0,"no"
2018-02-01,"tips",59.5795630857064,0,0,0,"no"
2018-02-01,"tips",59.8757872238304,1,0,1,"no"
2018-02-01,"tips",61.41623013766,0,0,0,"no"
2018-02-01,"tips",60.3690317393182,1,0,0,"no"
2018-02-01,"tips",62.1153405598571,1,0,0,"no"
2018-02-01,"tips",60.1377598738147,1,0,0,"no"
2018-02-01,"tips",61.6791299222624,0,0,0,"no"
2018-02-01,"tips",60.3686897009751,0,1,0,"no"
2018-02-01,"tips",59.5982249122204,1,1,0,"no"
2018-02-01,"tips",59.087149122687,0,1,0,"no"
2018-02-01,"tips",59.9544770500394,1,0,0,"no"
2018-02-01,"tips",58.982994135255,0,0,0,"no"
2018-02-01,"tips",59.4179334950351,1,0,0,"no"
2018-02-01,"tips",61.1493435773738,0,0,0,"no"
2018-02-01,"tips",59.7499929756809,1,0,0,"no"
2018-02-01,"tips",60.7676359847844,1,0,0,"no"
2018-02-01,"tips",59.0647894620025,1,0,0,"no"
2018-02-01,"tips",58.7303835429809,0,0,0,"no"
2018-02-01,"tips",60.2567273916663,1,0,0,"no"
2018-02-01,"tips",58.5280922421776,0,0,0,"no"
2018-02-01,"tips",60.1225113817812,1,0,0,"no"
2018-02-01,"tips",60.3173433680367,1,0,0,"no"
2018-02-01,"tips",60.9776511628937,1,1,0,"no"
2018-02-01,"tips",61.8015285158534,1,0,0,"no"
2018-02-01,"tips",61.0627948792158,0,0,0,"no"
2018-02-01,"tips",59.7762045376929,1,0,0,"no"
2018-02-01,"tips",60.0738754403683,1,0,0,"no"
2018-02-01,"tips",60.619252264317,1,0,0,"no"
2018-02-01,"tips",61.6896091667174,1,0,0,"no"
2018-02-01,"tips",59.247797757029,0,0,0,"no"
2018-02-01,"tips",60.4922030277391,1,0,0,"no"
2018-02-01,"tips",58.5788069109969,1,0,0,"no"
2018-02-01,"tips",61.9085942001177,1,0,0,"no"
2018-02-01,"tips",60.4896088414019,1,0,0,"no"
2018-02-01,"tips",58.5955367275461,1,0,0,"no"
2018-02-01,"tips",59.0933400881119,0,0,0,"no"
2018-02-01,"tips",61.137817575458,1,0,0,"no"
2018-02-01,"tips",60.9644863174598,1,0,0,"no"
2018-02-01,"tips",61.1728528965513,1,0,0,"no"
2018-02-01,"tips",59.3902866319495,0,0,0,"no"
2018-02-01,"tips",59.4330456548808,1,0,0,"no"
2018-02-01,"tips",59.0191635996543,0,0,0,"no"
2018-02-01,"tips",58.4757744700215,0,0,0,"no"
2018-02-01,"tips",59.9671124794558,0,1,0,"no"
2018-02-01,"tips",60.4951488590987,0,0,0,"no"
2018-02-01,"tips",58.0664047640254,0,0,0,"no"
2018-02-01,"tips",59.5848598459679,1,0,0,"no"
2018-02-01,"tips",59.0838613404499,1,1,0,"no"
2018-02-01,"tips",60.1808292597168,0,0,0,"no"
2018-02-01,"tips",61.2374867613031,1,0,0,"no"
2018-02-01,"tips",59.9390302754777,1,1,0,"no"
2018-02-01,"tips",62.7228926020773,1,0,0,"no"
2018-02-01,"tips",60.2227101643207,0,0,0,"no"
2018-02-01,"tips",59.9829926592247,0,0,0,"no"
2018-02-01,"tips",58.7639456433863,0,0,0,"no"
2018-02-01,"tips",60.1915638036009,0,1,0,"no"
2018-02-01,"tips",59.3237398709859,1,0,0,"no"
2018-02-01,"tips",60.3870112120901,1,0,0,"no"
2018-02-01,"tips",58.7761177805178,1,0,0,"no"
2018-02-01,"tips",60.3546408394899,1,0,0,"no"
2018-02-01,"tips",60.1616107109692,1,1,0,"no"
2018-02-01,"tips",59.9680719519542,0,0,0,"no"
2018-02-01,"tips",59.4184218119215,1,0,0,"no"
2018-02-01,"tips",60.7215991316009,1,0,0,"no"
2018-02-01,"tips",60.6228329705899,0,0,0,"no"
2018-02-01,"tips",60.1241972380123,0,0,0,"no"
2018-02-01,"tips",62.1915006246641,1,0,0,"no"
2018-02-01,"tips",59.6424056475473,1,1,0,"no"
2018-02-01,"tips",60.1276307910614,1,0,0,"no"
2018-02-01,"tips",59.4518098126076,0,0,0,"no"
2018-02-01,"tips",59.7022653502353,1,0,0,"no"
2018-02-01,"tips",58.3008292804931,0,1,0,"no"
2018-02-01,"tips",61.0575003795035,1,0,0,"no"
2018-02-01,"tips",61.1959021436824,1,0,0,"no"
2018-02-01,"tips",61.9701163423707,1,0,0,"no"
2018-02-01,"tips",58.5393837941684,0,0,0,"no"
2018-02-01,"tips",59.0056102719463,0,0,0,"no"
2018-02-01,"tips",59.7225213735256,0,0,0,"no"
2018-02-01,"tips",60.6707833787209,0,0,0,"no"
2018-02-01,"tips",61.0471620474914,0,0,0,"no"
2018-02-01,"tips",60.1357340825611,0,1,0,"no"
2018-02-01,"tips",60.5375461648608,1,0,0,"no"
2018-02-01,"tips",59.0899098547158,1,0,0,"no"
2018-02-01,"tips",61.4157798335163,1,0,0,"no"
2018-02-01,"tips",61.2922409205408,1,1,0,"no"
2018-02-01,"tips",60.6544506482544,0,0,0,"no"
2018-02-01,"tips",60.7563317690944,0,0,0,"no"
2018-02-01,"tips",59.7650277050597,0,0,0,"no"
2018-02-01,"tips",57.6304120137019,1,0,0,"no"
2018-02-01,"tips",58.8592218570995,0,0,0,"no"
2018-02-01,"tips",58.6971255662855,1,0,0,"no"
2018-02-01,"tips",60.5116837238591,1,0,0,"no"
2018-02-01,"tips",59.8190513561918,0,0,0,"no"
2018-02-01,"tips",60.3570020991188,1,0,0,"no"
2018-02-01,"tips",58.3648403721259,1,0,0,"no"
2018-02-01,"tips",60.9148234610433,0,0,0,"no"
2018-02-01,"tips",60.1875084483992,0,0,0,"no"
2018-02-01,"tips",58.1175864044813,1,0,0,"no"
2018-02-01,"tips",60.8051211653823,1,1,0,"no"
2018-02-01,"tips",61.3829775318872,1,0,0,"no"
2018-02-01,"tips",59.5257194033527,1,0,0,"no"
2018-02-01,"tips",59.8185374695316,1,0,0,"no"
2018-02-01,"tips",60.6233191594973,0,0,0,"no"
2018-02-01,"tips",60.4350391206617,0,0,0,"no"
2018-02-01,"tips",60.5584529635868,1,0,0,"no"
2018-02-01,"tips",60.5756362689252,1,0,0,"no"
2018-02-01,"tips",61.8317402286325,1,0,0,"no"
2018-02-01,"tips",61.4454970631879,0,1,0,"no"
2018-02-01,"tips",60.0620721171089,1,0,0,"no"
2018-02-01,"tips",60.3837351707727,0,0,0,"no"
2018-02-01,"tips",62.0449775762135,0,0,0,"no"
2018-02-01,"tips",59.4588100495627,1,0,0,"no"
2018-02-01,"tips",60.2368039128658,1,0,0,"no"
2018-02-01,"tips",60.3794082265614,1,0,0,"no"
2018-02-01,"tips",58.0815488103159,0,0,0,"no"
2018-02-01,"tips",60.5143569555674,0,0,0,"no"
2018-02-01,"tips",59.9338599709749,0,0,0,"no"
2018-02-01,"tips",61.0941729292805,1,1,0,"no"
2018-02-01,"tips",58.7318616153501,1,0,0,"no"
2018-02-01,"tips",60.1816246651056,1,0,0,"no"
2018-02-01,"tips",60.8778888339014,0,0,0,"no"
2018-02-01,"tips",59.8980757444284,1,0,0,"no"
2018-02-01,"tips",60.2751210195432,1,0,0,"no"
2018-02-01,"tips",59.1993259154092,0,0,0,"no"
2018-02-01,"tips",59.5068317491341,0,0,0,"no"
2018-02-01,"tips",61.1613569910797,0,0,0,"no"
2018-02-01,"tips",60.5259914554199,1,0,0,"no"
2018-02-01,"tips",60.8492675456218,1,0,0,"no"
2018-02-01,"tips",59.5129146863217,1,0,0,"no"
2018-02-01,"tips",60.880906177894,0,0,1,"no"
